#
# LEM -- bench entrelace 2 APN (~12 min). Usage personnel. Pas le script aube.
# Genere par scripts/generate_lem_bench_2apn_interlace.py -- ne pas editer a la main.
#
# Noms : 600D-T150 (RAW) ; 100D-W24 (JPG-F). Ref : docs/lem-apn-scripting.md
#
# Phase 1 : 600D seul — rampe 5 puis 7 (cadence 2 min).
# Phase 2 : 100D demarre a MAX+0:02:40 ; bracket 3 vues toutes les
#   20 s (cible film 20 s @ 25 fps sur U1->moonset ~9974 s
#   -> 500 keyframes -> pas ~20 s). Tv 1/60 1/15 1/4 (enum LEM) pour le creneau.
# Phase 3 : 600D continue a 4/6/8 min pendant les brackets 100D (USB dual).
#
# Incremental N en tete de rampe / si pose >= 1 s. Pas d'allumage tardif.
# Mac : Temps simule = MAX - 30 s ; laisser courir jusqu'au PLAY (~MAX+10:35).
# Cartes vides. Attendu : 33 CR2 + 72 JPG (24 x 3).
# Protocole : essais-2026/README.md
#

#Action,Date/Ref,Offset sign,Time (offset),Camera,Exposure,Aperture,ISO,MLU,Quality,Size,Incremental,Comment

TAKEPIC,MAX,+,00:02:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Cour7a 1/30 ISO200
TAKEPIC,MAX,+,00:02:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Cour7a 1/8 ISO200
TAKEPIC,MAX,+,00:02:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Cour7a 1/8 ISO800
TAKEPIC,MAX,+,00:02:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Cour7a 1/2 ISO800

COMMAND,MAX,+,00:03:50.0, , , , , , , , ,Rampe 7 ;say "Rampe 7"
TAKEPIC,MAX,+,00:04:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Cour7b 1/1000 ISO100
TAKEPIC,MAX,+,00:04:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Cour7b 1/250 ISO100
TAKEPIC,MAX,+,00:04:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Cour7b 1/125 ISO200
TAKEPIC,MAX,+,00:04:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Cour7b 1/30 ISO200
TAKEPIC,MAX,+,00:04:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Cour7b 1/8 ISO200
TAKEPIC,MAX,+,00:04:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Cour7b 1/8 ISO800
TAKEPIC,MAX,+,00:04:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Cour7b 1/2 ISO800

COMMAND,MAX,+,00:05:50.0, , , , , , , , ,Rampe 7 ;say "Rampe 7"
TAKEPIC,MAX,+,00:06:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Cour7c 1/1000 ISO100
TAKEPIC,MAX,+,00:06:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Cour7c 1/250 ISO100
TAKEPIC,MAX,+,00:06:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Cour7c 1/125 ISO200
TAKEPIC,MAX,+,00:06:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Cour7c 1/30 ISO200
TAKEPIC,MAX,+,00:06:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Cour7c 1/8 ISO200
TAKEPIC,MAX,+,00:06:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Cour7c 1/8 ISO800
TAKEPIC,MAX,+,00:06:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Cour7c 1/2 ISO800

COMMAND,MAX,+,00:07:50.0, , , , , , , , ,Rampe 7 ;say "Rampe 7"
TAKEPIC,MAX,+,00:08:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Cour7d 1/1000 ISO100
TAKEPIC,MAX,+,00:08:03.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Cour7d 1/250 ISO100
TAKEPIC,MAX,+,00:08:06.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Cour7d 1/125 ISO200
TAKEPIC,MAX,+,00:08:09.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Cour7d 1/30 ISO200
TAKEPIC,MAX,+,00:08:12.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Cour7d 1/8 ISO200
TAKEPIC,MAX,+,00:08:15.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Cour7d 1/8 ISO800
TAKEPIC,MAX,+,00:08:18.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Cour7d 1/2 ISO800

COMMAND,MAX,+,00:02:30.0, , , , , , , , ,Cent D ;say "Cent D"
COMMAND,MAX,+,00:02:31.0, , , , , , , , ,Time lapse ;say "Time lapse"

COMMAND,MAX,+,00:02:30.0, , , , , , , , ,Trois vues ;say "Trois vues"
TAKEPIC,MAX,+,00:02:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL01 1/60 ISO800
TAKEPIC,MAX,+,00:02:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL01 1/15 ISO800
TAKEPIC,MAX,+,00:02:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL01 1/4 ISO800
TAKEPIC,MAX,+,00:03:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL02 1/60 ISO800
TAKEPIC,MAX,+,00:03:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL02 1/15 ISO800
TAKEPIC,MAX,+,00:03:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL02 1/4 ISO800
TAKEPIC,MAX,+,00:03:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL03 1/60 ISO800
TAKEPIC,MAX,+,00:03:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL03 1/15 ISO800
TAKEPIC,MAX,+,00:03:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL03 1/4 ISO800
TAKEPIC,MAX,+,00:03:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL04 1/60 ISO800
TAKEPIC,MAX,+,00:03:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL04 1/15 ISO800
TAKEPIC,MAX,+,00:03:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL04 1/4 ISO800
TAKEPIC,MAX,+,00:04:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL05 1/60 ISO800
TAKEPIC,MAX,+,00:04:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL05 1/15 ISO800
TAKEPIC,MAX,+,00:04:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL05 1/4 ISO800
TAKEPIC,MAX,+,00:04:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL06 1/60 ISO800
TAKEPIC,MAX,+,00:04:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL06 1/15 ISO800
TAKEPIC,MAX,+,00:04:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL06 1/4 ISO800
TAKEPIC,MAX,+,00:04:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL07 1/60 ISO800
TAKEPIC,MAX,+,00:04:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL07 1/15 ISO800
TAKEPIC,MAX,+,00:04:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL07 1/4 ISO800
TAKEPIC,MAX,+,00:05:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL08 1/60 ISO800
TAKEPIC,MAX,+,00:05:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL08 1/15 ISO800
TAKEPIC,MAX,+,00:05:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL08 1/4 ISO800
TAKEPIC,MAX,+,00:05:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL09 1/60 ISO800
TAKEPIC,MAX,+,00:05:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL09 1/15 ISO800
TAKEPIC,MAX,+,00:05:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL09 1/4 ISO800
TAKEPIC,MAX,+,00:05:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL10 1/60 ISO800
TAKEPIC,MAX,+,00:05:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL10 1/15 ISO800
TAKEPIC,MAX,+,00:05:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL10 1/4 ISO800
TAKEPIC,MAX,+,00:06:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL11 1/60 ISO800
TAKEPIC,MAX,+,00:06:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL11 1/15 ISO800
TAKEPIC,MAX,+,00:06:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL11 1/4 ISO800
TAKEPIC,MAX,+,00:06:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL12 1/60 ISO800
TAKEPIC,MAX,+,00:06:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL12 1/15 ISO800
TAKEPIC,MAX,+,00:06:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL12 1/4 ISO800
TAKEPIC,MAX,+,00:06:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL13 1/60 ISO800
TAKEPIC,MAX,+,00:06:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL13 1/15 ISO800
TAKEPIC,MAX,+,00:06:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL13 1/4 ISO800
TAKEPIC,MAX,+,00:07:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL14 1/60 ISO800
TAKEPIC,MAX,+,00:07:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL14 1/15 ISO800
TAKEPIC,MAX,+,00:07:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL14 1/4 ISO800
TAKEPIC,MAX,+,00:07:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL15 1/60 ISO800
TAKEPIC,MAX,+,00:07:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL15 1/15 ISO800
TAKEPIC,MAX,+,00:07:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL15 1/4 ISO800
TAKEPIC,MAX,+,00:07:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL16 1/60 ISO800
TAKEPIC,MAX,+,00:07:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL16 1/15 ISO800
TAKEPIC,MAX,+,00:07:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL16 1/4 ISO800
TAKEPIC,MAX,+,00:08:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL17 1/60 ISO800
TAKEPIC,MAX,+,00:08:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL17 1/15 ISO800
TAKEPIC,MAX,+,00:08:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL17 1/4 ISO800
TAKEPIC,MAX,+,00:08:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL18 1/60 ISO800
TAKEPIC,MAX,+,00:08:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL18 1/15 ISO800
TAKEPIC,MAX,+,00:08:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL18 1/4 ISO800
TAKEPIC,MAX,+,00:08:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL19 1/60 ISO800
TAKEPIC,MAX,+,00:08:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL19 1/15 ISO800
TAKEPIC,MAX,+,00:08:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL19 1/4 ISO800
TAKEPIC,MAX,+,00:09:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL20 1/60 ISO800
TAKEPIC,MAX,+,00:09:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL20 1/15 ISO800
TAKEPIC,MAX,+,00:09:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL20 1/4 ISO800
TAKEPIC,MAX,+,00:09:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL21 1/60 ISO800
TAKEPIC,MAX,+,00:09:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL21 1/15 ISO800
TAKEPIC,MAX,+,00:09:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL21 1/4 ISO800
TAKEPIC,MAX,+,00:09:40.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL22 1/60 ISO800
TAKEPIC,MAX,+,00:09:43.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL22 1/15 ISO800
TAKEPIC,MAX,+,00:09:46.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL22 1/4 ISO800
TAKEPIC,MAX,+,00:10:00.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL23 1/60 ISO800
TAKEPIC,MAX,+,00:10:03.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL23 1/15 ISO800
TAKEPIC,MAX,+,00:10:06.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL23 1/4 ISO800
TAKEPIC,MAX,+,00:10:20.0,100D-W24,1/60,4.0,800,0.0,JPG-F,None,N,TL24 1/60 ISO800
TAKEPIC,MAX,+,00:10:23.0,100D-W24,1/15,4.0,800,0.0,JPG-F,None,Y,TL24 1/15 ISO800
TAKEPIC,MAX,+,00:10:26.0,100D-W24,1/4,4.0,800,0.0,JPG-F,None,Y,TL24 1/4 ISO800

PLAY,MAX,+,00:10:35.0,Max_Eclipse.wav, , , , , , , ,Fin bench 2apn interlace
