#
# LEM -- seance 600D au foyer 150 mm f/5 (forme C). Usage personnel.
# Tournefeuille 28 aout 2026. Copier vers
# ~/Documents/Scripts Lunar Eclipse Maestro/ puis Fichier -> Charger script...
#
# Nom APN Configuration materielle : 600D-T150 (casse exacte)
# Carte 32 Go, RAW, mode M, MAP manuelle, AEB off, EOS Utility ferme.
#
# Optique : telescope 150 mm f/5 (750 mm), T-ring muet (KI-019).
# Colonne Av = 5.6 = ce que LEM envoie en USB (meme valeur que le bench
# 15-85). Le tube n'a pas de diaphragme : le faisceau reste f/5.
# Grille Tv/ISO calculee pour f/5 (formes para. 11). f/5 est ~0.3 EV plus
# ouvert que la colonne Jubier f/5.6 ; on garde 1/1000 (legerement riche
# vs 1/1250 equivalent), pas un recadrage d'expo.
#
# Ancrage : toutes les 2 min sur MAX (06:12:55 CEST).
#   Premiere rampe MAX-01:52:00 = 04:20:55
#   Derniere rampe MAX+01:06:00 = 07:18:55 (moonset 07:20:26)
# Penombre 5 vues (1-5). Courante 7. Etendue 9 aux stacks nommes.
# Etendue 06:30 = MAX+00:18:00 (06:30:55) : 4e HDR umbra, PAS le bloc MAX.
# Bloc MAX (DEC-015) : etendue 9 + Iso 100 (-> 4 s) + Iso 1600 (1/4000 -> 1 s).
# Saut MAX+00:02:00 (la courante de 06:14:55). Trou accu 05:40-05:55.
# Reprise 05:56:55 Incremental N. Aube 5 vues des 06:44, 3 vues des 07:00.
# Incremental N en tete de CHAQUE rampe, Y ensuite (DEC-016).
# Ecarts >= 3 s ; +4 s apres une pose >= 1 s. Tampon 5 -> 10 s entre blocs MAX.
# COMMAND ;say courts, ASCII, ~1 s (KI-021). Taux Lune, pas sideral (KI-008).
# Ne pas charger basic.txt / deluxe.txt (totalite, KI-018).
#
# ~519 TAKEPIC. Regenerer : .venv/bin/python scripts/generate_lem_seance.py
#

#Action,Date/Ref,Offset sign,Time (offset),Camera,Exposure,Aperture,ISO,MLU,Quality,Size,Incremental,Comment
TAKEPIC,MAX,-,01:33:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:33:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:33:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:33:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:32:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:31:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:31:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:31:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:31:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:31:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:31:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
COMMAND,MAX,-,01:30:30.0, , , , , , , , ,Rampe etendue ;say "Rampe etendue"

# --- Etendue 04:42:55 ---
TAKEPIC,MAX,-,01:30:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Etendue 1/1000 ISO100
TAKEPIC,MAX,-,01:29:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Etendue 1/250 ISO100
TAKEPIC,MAX,-,01:29:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Etendue 1/125 ISO200
TAKEPIC,MAX,-,01:29:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Etendue 1/30 ISO200
TAKEPIC,MAX,-,01:29:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Etendue 1/8 ISO200
TAKEPIC,MAX,-,01:29:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Etendue 1/8 ISO800
TAKEPIC,MAX,-,01:29:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Etendue 1/2 ISO800
TAKEPIC,MAX,-,01:29:39.0,600D-T150,1,5.6,800,0.0,RAW,None,Y,Etendue 1 ISO800
TAKEPIC,MAX,-,01:29:35.0,600D-T150,2,5.6,800,0.0,RAW,None,Y,Etendue 2 ISO800

# --- Courante 04:44:55 ---
TAKEPIC,MAX,-,01:28:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:27:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:27:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:27:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:27:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:27:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:27:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:26:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:25:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:25:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:25:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:25:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:25:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:25:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:24:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:23:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:23:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:23:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:23:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:23:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:23:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:22:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:21:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:21:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:21:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:21:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:21:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:21:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:20:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:19:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:19:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:19:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:19:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:19:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:19:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:18:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:17:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:17:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:17:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:17:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:17:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:17:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:16:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:15:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:15:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:15:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:15:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:15:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:15:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:14:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:13:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:13:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:13:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:13:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:13:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:13:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:12:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:11:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:11:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:11:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:11:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:11:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:11:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:10:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:09:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:09:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:09:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:09:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:09:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:09:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:08:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:07:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:07:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:07:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:07:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:07:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:07:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:06:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:05:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:05:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:05:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:05:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:05:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:05:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:04:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:03:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:03:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:03:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:03:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:03:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:03:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:02:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,01:01:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,01:01:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,01:01:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,01:01:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,01:01:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,01:01:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,01:00:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:59:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:59:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:59:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:59:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:59:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
TAKEPIC,MAX,-,00:59:42.0,600D-T150,1/2,5.6,800,0.0,RAW,None,Y,Courante 1/2 ISO800
TAKEPIC,MAX,-,00:58:00.0,600D-T150,1/1000,5.6,100,0.0,RAW,None,N,Courante 1/1000 ISO100
TAKEPIC,MAX,-,00:57:57.0,600D-T150,1/250,5.6,100,0.0,RAW,None,Y,Courante 1/250 ISO100
TAKEPIC,MAX,-,00:57:54.0,600D-T150,1/125,5.6,200,0.0,RAW,None,Y,Courante 1/125 ISO200
TAKEPIC,MAX,-,00:57:51.0,600D-T150,1/30,5.6,200,0.0,RAW,None,Y,Courante 1/30 ISO200
TAKEPIC,MAX,-,00:57:48.0,600D-T150,1/8,5.6,200,0.0,RAW,None,Y,Courante 1/8 ISO200
TAKEPIC,MAX,-,00:57:45.0,600D-T150,1/8,5.6,800,0.0,RAW,None,Y,Courante 1/8 ISO800
